,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
114,s50,Movie,The Search for Santa Paws,Robert Vince,"Resse Alexander, Diedrich Bader, Sahar Biniaz, Jan Boss, Ameko Eks Mass Carroll, Melody Choi",Canada,"November 5, 2021",2010,G,101 min,Family,Discover how the legendary friendship of Santa Claus and Santa Paws began.
115,s50,Movie,The Search for Santa Paws,Robert Vince,"Resse Alexander, Diedrich Bader, Sahar Biniaz, Jan Boss, Ameko Eks Mass Carroll, Melody Choi",Canada,"November 5, 2021",2010,G,101 min,Fantasy,Discover how the legendary friendship of Santa Claus and Santa Paws began.
116,s51,Movie,X-Men: First Class,Matthew Vaughn,"James McAvoy, Michael Fassbender, Rose Byrne, Jennifer Lawrence, January Jones, Nicholas Hoult","United States, United Kingdom","November 5, 2021",2011,PG-13,132 min,Action-Adventure,"Following the classic mythology, X-Men: First Class charts the epic beginning of the X-Men saga."
117,s51,Movie,X-Men: First Class,Matthew Vaughn,"James McAvoy, Michael Fassbender, Rose Byrne, Jennifer Lawrence, January Jones, Nicholas Hoult","United States, United Kingdom","November 5, 2021",2011,PG-13,132 min,Science Fiction,"Following the classic mythology, X-Men: First Class charts the epic beginning of the X-Men saga."
118,s51,Movie,X-Men: First Class,Matthew Vaughn,"James McAvoy, Michael Fassbender, Rose Byrne, Jennifer Lawrence, January Jones, Nicholas Hoult","United States, United Kingdom","November 5, 2021",2011,PG-13,132 min,Superhero,"Following the classic mythology, X-Men: First Class charts the epic beginning of the X-Men saga."
119,s52,TV Show,Disney Amphibia,,"Justin Felbinger, Amanda Leighton, Bill Farmer, Brenda Song","United States, South Korea","November 3, 2021",2018,TV-Y7,3 Seasons,Animation,Anne Boonchuy is transported to the world of Amphibia.
120,s52,TV Show,Disney Amphibia,,"Justin Felbinger, Amanda Leighton, Bill Farmer, Brenda Song","United States, South Korea","November 3, 2021",2018,TV-Y7,3 Seasons,Comedy,Anne Boonchuy is transported to the world of Amphibia.
121,s52,TV Show,Disney Amphibia,,"Justin Felbinger, Amanda Leighton, Bill Farmer, Brenda Song","United States, South Korea","November 3, 2021",2018,TV-Y7,3 Seasons,Family,Anne Boonchuy is transported to the world of Amphibia.
122,s53,TV Show,Photo Ark,,Joel Sartore,United States,"November 3, 2021",2017,TV-PG,1 Season,Animals & Nature,National Geographic photographer Joel Sartore photographs some of the rarest animals in the world.
123,s53,TV Show,Photo Ark,,Joel Sartore,United States,"November 3, 2021",2017,TV-PG,1 Season,Docuseries,National Geographic photographer Joel Sartore photographs some of the rarest animals in the world.
124,s53,TV Show,Photo Ark,,Joel Sartore,United States,"November 3, 2021",2017,TV-PG,1 Season,Family,National Geographic photographer Joel Sartore photographs some of the rarest animals in the world.
125,s54,TV Show,Storm Rising,,,,"November 3, 2021",2021,TV-14,1 Season,Action-Adventure,Storm chasers Reed Timmer and Mike Theiss track and study a new category of deadly storms.
126,s54,TV Show,Storm Rising,,,,"November 3, 2021",2021,TV-14,1 Season,Animals & Nature,Storm chasers Reed Timmer and Mike Theiss track and study a new category of deadly storms.
127,s54,TV Show,Storm Rising,,,,"November 3, 2021",2021,TV-14,1 Season,Docuseries,Storm chasers Reed Timmer and Mike Theiss track and study a new category of deadly storms.
128,s55,Movie,Bob Ballard: An Explorer's Life,,,,"October 29, 2021",2021,TV-PG,44 min,Biographical,"An intimate portrait of Bob Ballard, the legendary explorer who found the Titanic."
129,s55,Movie,Bob Ballard: An Explorer's Life,,,,"October 29, 2021",2021,TV-PG,44 min,Documentary,"An intimate portrait of Bob Ballard, the legendary explorer who found the Titanic."
130,s56,Movie,"McFarland, USA",Niki Caro,"Kevin Costner, Maria Bello, Morgan Saylor, Martha Higareda, Michael Aguero, Sergio Avelar",United States,"October 29, 2021",2015,PG,131 min,Drama,A coach guides underdogs past tremendous obstacles to become champions.
131,s56,Movie,"McFarland, USA",Niki Caro,"Kevin Costner, Maria Bello, Morgan Saylor, Martha Higareda, Michael Aguero, Sergio Avelar",United States,"October 29, 2021",2015,PG,131 min,Sports,A coach guides underdogs past tremendous obstacles to become champions.
132,s57,Movie,Rookie of the Year,Daniel Stern,"Thomas Ian Nicholas, Gary Busey, Albert Hall, Amy Morton, Dan Hedaya, Eddie Bracken",United States,"October 22, 2021",1993,PG,104 min,Comedy,"A 12-year-old boy can throw a 100 mph fastball, and the Chicago Cubs want him as their new pitcher!"
133,s57,Movie,Rookie of the Year,Daniel Stern,"Thomas Ian Nicholas, Gary Busey, Albert Hall, Amy Morton, Dan Hedaya, Eddie Bracken",United States,"October 22, 2021",1993,PG,104 min,Family,"A 12-year-old boy can throw a 100 mph fastball, and the Chicago Cubs want him as their new pitcher!"
134,s57,Movie,Rookie of the Year,Daniel Stern,"Thomas Ian Nicholas, Gary Busey, Albert Hall, Amy Morton, Dan Hedaya, Eddie Bracken",United States,"October 22, 2021",1993,PG,104 min,Sports,"A 12-year-old boy can throw a 100 mph fastball, and the Chicago Cubs want him as their new pitcher!"
135,s58,Movie,Thumbelina,"Don Bluth, Gary Goldman","Gino Conforti, Barbara Cook, Jodi Benson, Will Ryan, June Foray, Kenneth Mars","Ireland, United States, Canada, United Kingdom, Denmark, Spain, Poland, Hungary","October 22, 2021",1994,G,87 min,Animation,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.
136,s58,Movie,Thumbelina,"Don Bluth, Gary Goldman","Gino Conforti, Barbara Cook, Jodi Benson, Will Ryan, June Foray, Kenneth Mars","Ireland, United States, Canada, United Kingdom, Denmark, Spain, Poland, Hungary","October 22, 2021",1994,G,87 min,Family,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.
137,s58,Movie,Thumbelina,"Don Bluth, Gary Goldman","Gino Conforti, Barbara Cook, Jodi Benson, Will Ryan, June Foray, Kenneth Mars","Ireland, United States, Canada, United Kingdom, Denmark, Spain, Poland, Hungary","October 22, 2021",1994,G,87 min,Fantasy,A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.
138,s59,TV Show,PJ Masks,,"Kyle Breitkopf, Jacob Ursomarzo, Addison Holley","France, United Kingdom","October 20, 2021",2015,TV-Y7,5 Seasons,Action-Adventure,Look out Night Time Baddies the PJ Masks are coming!
139,s59,TV Show,PJ Masks,,"Kyle Breitkopf, Jacob Ursomarzo, Addison Holley","France, United Kingdom","October 20, 2021",2015,TV-Y7,5 Seasons,Animation,Look out Night Time Baddies the PJ Masks are coming!
140,s59,TV Show,PJ Masks,,"Kyle Breitkopf, Jacob Ursomarzo, Addison Holley","France, United Kingdom","October 20, 2021",2015,TV-Y7,5 Seasons,Kids,Look out Night Time Baddies the PJ Masks are coming!
141,s60,TV Show,The Wild Life of Dr. Ole,,,,"October 20, 2021",2021,TV-PG,1 Season,Animals & Nature,"Doc Ole practices his unique brand of animal care with wit, expertise and insight."
142,s60,TV Show,The Wild Life of Dr. Ole,,,,"October 20, 2021",2021,TV-PG,1 Season,Reality,"Doc Ole practices his unique brand of animal care with wit, expertise and insight."
143,s61,Movie,Lost Cities with Albert Lin: The Great Flood,Jim Greayer,Dr. Albert Yu-Min Lin,,"October 15, 2021",2021,TV-PG,44 min,Documentary,Albert Lin is on a global quest to find the origins of Great Flood stories.
144,s61,Movie,Lost Cities with Albert Lin: The Great Flood,Jim Greayer,Dr. Albert Yu-Min Lin,,"October 15, 2021",2021,TV-PG,44 min,Historical,Albert Lin is on a global quest to find the origins of Great Flood stories.
145,s62,Movie,Megacity of the Maya Warriors,Ben Crichton,Albert Lin,,"October 15, 2021",2021,TV-PG,44 min,Documentary,Albert Lin sets out to solve an ancient mystery and find a Lost Maya city.
146,s63,TV Show,Apollo: Back To The Moon,,"Bill Anders, Jack Clemons, Fred Haise, Glynn Lunney, Jay Barbree, Brad Vinikow",,"October 13, 2021",2019,TV-PG,1 Season,Docuseries,"Follow the Apollo lunar landing program from the inside, as never shown before."
147,s63,TV Show,Apollo: Back To The Moon,,"Bill Anders, Jack Clemons, Fred Haise, Glynn Lunney, Jay Barbree, Brad Vinikow",,"October 13, 2021",2019,TV-PG,1 Season,Historical,"Follow the Apollo lunar landing program from the inside, as never shown before."
148,s64,TV Show,Just Beyond,,"Mckenna Grace, Lexi Underwood, Cedric Joe, Tim Heidecker, Riki Lindhome, Nasim Pedrad",,"October 13, 2021",2021,TV-PG,1 Season,Anthology,"Inspired by the writings of R.L. Stine, “Just Beyond” is a supernatural anthology series."
149,s64,TV Show,Just Beyond,,"Mckenna Grace, Lexi Underwood, Cedric Joe, Tim Heidecker, Riki Lindhome, Nasim Pedrad",,"October 13, 2021",2021,TV-PG,1 Season,Comedy,"Inspired by the writings of R.L. Stine, “Just Beyond” is a supernatural anthology series."
150,s64,TV Show,Just Beyond,,"Mckenna Grace, Lexi Underwood, Cedric Joe, Tim Heidecker, Riki Lindhome, Nasim Pedrad",,"October 13, 2021",2021,TV-PG,1 Season,Coming of Age,"Inspired by the writings of R.L. Stine, “Just Beyond” is a supernatural anthology series."
151,s65,TV Show,Secrets Of The Zoo: Down Under,,Naomi Watts,,"October 13, 2021",2020,TV-14,2 Seasons,Animals & Nature,This series is a behind-the-scenes look at one of the world’s most famous zoos.
152,s65,TV Show,Secrets Of The Zoo: Down Under,,Naomi Watts,,"October 13, 2021",2020,TV-14,2 Seasons,Docuseries,This series is a behind-the-scenes look at one of the world’s most famous zoos.
153,s65,TV Show,Secrets Of The Zoo: Down Under,,Naomi Watts,,"October 13, 2021",2020,TV-14,2 Seasons,Family,This series is a behind-the-scenes look at one of the world’s most famous zoos.
154,s66,TV Show,Secrets of the Zoo: North Carolina,,,,"October 13, 2021",2020,TV-14,1 Season,Reality,"The North Carolina Zoo has more than 1,000 animals that live in lush natural habitats."
155,s67,TV Show,The Wizard of Paws,,,,"October 13, 2021",2021,TV-PG,1 Season,Animals & Nature,Follow pet prosthetics pioneer Derrick Campana as he gives troubled animals a second chance.
156,s67,TV Show,The Wizard of Paws,,,,"October 13, 2021",2021,TV-PG,1 Season,Docuseries,Follow pet prosthetics pioneer Derrick Campana as he gives troubled animals a second chance.
157,s67,TV Show,The Wizard of Paws,,,,"October 13, 2021",2021,TV-PG,1 Season,Medical,Follow pet prosthetics pioneer Derrick Campana as he gives troubled animals a second chance.
158,s68,TV Show,Zombies: Addison's Moonstone Mystery,,,,"October 13, 2021",2020,TV-G,1 Season,Animation,Things are smooth sailing at Seabrook High until ...
159,s68,TV Show,Zombies: Addison's Moonstone Mystery,,,,"October 13, 2021",2020,TV-G,1 Season,Coming of Age,Things are smooth sailing at Seabrook High until ...
160,s68,TV Show,Zombies: Addison's Moonstone Mystery,,,,"October 13, 2021",2020,TV-G,1 Season,Fantasy,Things are smooth sailing at Seabrook High until ...
161,s69,Movie,Just Roll With It: You Decide Live!,,"Tobie Windham, Suzi Barrett, Ramon Reed, Kaylin Hayman, JC Currais, Raven-Symoné",,"October 8, 2021",2019,G,52 min,Comedy,The Bennett-Blatts set out to reverse an evil curse!
162,s70,Movie,Mickey's Tale of Two Witches,Jeff Gordon,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Daniel Ross, Tress MacNeille, Jim Cummings",,"October 8, 2021",2021,TV-Y,47 min,Animation,Mickey tells a tale of two witches-in-training!
163,s70,Movie,Mickey's Tale of Two Witches,Jeff Gordon,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Daniel Ross, Tress MacNeille, Jim Cummings",,"October 8, 2021",2021,TV-Y,47 min,Family,Mickey tells a tale of two witches-in-training!
164,s70,Movie,Mickey's Tale of Two Witches,Jeff Gordon,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Daniel Ross, Tress MacNeille, Jim Cummings",,"October 8, 2021",2021,TV-Y,47 min,Fantasy,Mickey tells a tale of two witches-in-training!
165,s71,Movie,Muppets Haunted Mansion,Kirk Thatcher,"Dave Goelz, Bill Barretta, Will Arnett, Taraji P. Henson, Yvette Nicole Brown, Darren Criss",,"October 8, 2021",2021,TV-PG,53 min,Comedy,Gonzo is challenged to spend Halloween night in the scariest place on Earth – the Haunted Mansion.
166,s71,Movie,Muppets Haunted Mansion,Kirk Thatcher,"Dave Goelz, Bill Barretta, Will Arnett, Taraji P. Henson, Yvette Nicole Brown, Darren Criss",,"October 8, 2021",2021,TV-PG,53 min,Family,Gonzo is challenged to spend Halloween night in the scariest place on Earth – the Haunted Mansion.
167,s71,Movie,Muppets Haunted Mansion,Kirk Thatcher,"Dave Goelz, Bill Barretta, Will Arnett, Taraji P. Henson, Yvette Nicole Brown, Darren Criss",,"October 8, 2021",2021,TV-PG,53 min,Musical,Gonzo is challenged to spend Halloween night in the scariest place on Earth – the Haunted Mansion.
168,s72,Movie,The Most Magical Story on Earth: 50 Years of Walt Disney World,Dave Hoffman,"Whoopi Goldberg, Christina Aguilera, Halle Bailey, Orlando Philharmonic Orchestra, Anthony Anderson, Tom Brady",,"October 8, 2021",2021,TV-PG,85 min,Family,Celebrating 50 years of the Walt Disney World Resort.
169,s72,Movie,The Most Magical Story on Earth: 50 Years of Walt Disney World,Dave Hoffman,"Whoopi Goldberg, Christina Aguilera, Halle Bailey, Orlando Philharmonic Orchestra, Anthony Anderson, Tom Brady",,"October 8, 2021",2021,TV-PG,85 min,Variety,Celebrating 50 years of the Walt Disney World Resort.
170,s73,Movie,Under Wraps,Alex Zamm,"Malachi Barton, Christian J. Simon, Sophia Hammons, Melanie Brook, Brent Stait, Jordana Largy",,"October 8, 2021",2021,TV-G,92 min,Action-Adventure,Three friends revive a mummy in a neighbor's basement.
171,s73,Movie,Under Wraps,Alex Zamm,"Malachi Barton, Christian J. Simon, Sophia Hammons, Melanie Brook, Brent Stait, Jordana Largy",,"October 8, 2021",2021,TV-G,92 min,Comedy,Three friends revive a mummy in a neighbor's basement.
172,s73,Movie,Under Wraps,Alex Zamm,"Malachi Barton, Christian J. Simon, Sophia Hammons, Melanie Brook, Brent Stait, Jordana Largy",,"October 8, 2021",2021,TV-G,92 min,Kids,Three friends revive a mummy in a neighbor's basement.
173,s74,TV Show,Among the Stars,,Chris Cassidy,,"October 6, 2021",2021,TV-PG,1 Season,Docuseries,NASA Astronaut Captain Chris Cassidy and the NASA team take on the challenges of space exploration.
174,s75,Movie,Black Widow,Cate Shortland,"Scarlett Johansson, Florence Pugh, David Harbour, O-T Fagbenle, Rachel Weisz, Ray Winstone",United States,"October 6, 2021",2021,PG-13,135 min,Action-Adventure,Natasha confronts her history as a spy and the broken relationships left in her wake.
175,s75,Movie,Black Widow,Cate Shortland,"Scarlett Johansson, Florence Pugh, David Harbour, O-T Fagbenle, Rachel Weisz, Ray Winstone",United States,"October 6, 2021",2021,PG-13,135 min,Science Fiction,Natasha confronts her history as a spy and the broken relationships left in her wake.
176,s75,Movie,Black Widow,Cate Shortland,"Scarlett Johansson, Florence Pugh, David Harbour, O-T Fagbenle, Rachel Weisz, Ray Winstone",United States,"October 6, 2021",2021,PG-13,135 min,Spy/Espionage,Natasha confronts her history as a spy and the broken relationships left in her wake.
177,s76,TV Show,Drain the Oceans,,Russell Boulter,"United Kingdom, Australia","October 6, 2021",2017,TV-PG,4 Seasons,Docuseries,Pull the plug on the ocean to reveal hidden secrets using groundbreaking technology.
178,s76,TV Show,Drain the Oceans,,Russell Boulter,"United Kingdom, Australia","October 6, 2021",2017,TV-PG,4 Seasons,Historical,Pull the plug on the ocean to reveal hidden secrets using groundbreaking technology.
179,s77,TV Show,Drain The Oceans: The Mississippi River & Arctic War,,Kerry Shale,,"October 6, 2021",2021,TV-14,1 Season,Docuseries,Drain the Oceans takes underwater archaeology into a whole new era.
180,s77,TV Show,Drain The Oceans: The Mississippi River & Arctic War,,Kerry Shale,,"October 6, 2021",2021,TV-14,1 Season,Historical,Drain the Oceans takes underwater archaeology into a whole new era.
181,s78,Movie,Fauci,"John Hoffman, Janet Tobias","Dr. Anthony Fauci, Bono, George W. Bush, Peter Staley",United States,"October 6, 2021",2021,PG-13,105 min,Biographical,"""Fauci"" reveals the extraordinary life and career of Dr. Anthony Fauci."
182,s78,Movie,Fauci,"John Hoffman, Janet Tobias","Dr. Anthony Fauci, Bono, George W. Bush, Peter Staley",United States,"October 6, 2021",2021,PG-13,105 min,Documentary,"""Fauci"" reveals the extraordinary life and career of Dr. Anthony Fauci."
183,s79,TV Show,IMPACT with Gal Gadot,,Gal Gadot,United States,"October 6, 2021",2021,TV-14,1 Season,Docuseries,National Geographic Presents IMPACT with Gal Gadot honors impactful women.
184,s80,TV Show,The Ghost and Molly McGee,,"Ashly Burch, Dana Snyder",United States,"October 6, 2021",2021,TV-Y7,1 Season,Animation,A grumpy ghost and cheerful tween are eternally bound.
185,s80,TV Show,The Ghost and Molly McGee,,"Ashly Burch, Dana Snyder",United States,"October 6, 2021",2021,TV-Y7,1 Season,Buddy,A grumpy ghost and cheerful tween are eternally bound.
186,s80,TV Show,The Ghost and Molly McGee,,"Ashly Burch, Dana Snyder",United States,"October 6, 2021",2021,TV-Y7,1 Season,Coming of Age,A grumpy ghost and cheerful tween are eternally bound.
187,s81,Movie,Alvin and the Chipmunks,Tim Hill,"Jason Lee, David Cross, Cameron Richardson, Jane Lynch, Justin Long, Matthew Gray Gubler",United States,"October 1, 2021",2007,PG,91 min,Animation,"Pop-singer Chipmunks Alvin, Simon and Theodore turn a songwriter's life upside-down."
